Time,VAS,VVS,NID,CA,NAE,PRP,IFP,VG,CNA,VTS,HM,AUH,CPP,PVS,BFN,BFM,PA,QLO,AU,VP,VB,RBF,RFN,TVD,NOD,HR,SVO,AAR,EVR,GFR,RSM,RVG,DLP,AUM,RR,GLP,PFL,VUD,VAE,RSN,QAO,VIF,VEC,VTW
14401,0.84972,3.2705,0.1,0.00355,2130,209.62,12.111,11.387,142.03,11.984,40,0.99999,69.854,3.7726,2.8593,1.0103,99.92,5.0699,0.99996,3.0008,5.0011,1.2003,1.2003,0.0010036,0.10012,72.185,0.070236,31.637,51.61,0.125,95.165,0.72575,0.0071185,0.99997,83.247,61.947,16.005,0.0010037,0.35472,33.626,5.0699,0.59621,14.997,39.992
15841,0.84972,3.2705,0.1,0.00355,2130,209.65,12.119,11.387,142.03,11.984,40,0.99997,69.864,3.7727,2.8593,1.0104,99.922,5.07,0.99989,3.0008,5.0012,1.2004,1.2004,0.0010034,0.10011,72.182,0.07024,31.633,51.61,0.125,95.161,0.72575,0.007114,0.99991,83.243,61.951,16.005,0.0010034,0.35472,33.627,5.07,0.59617,14.997,39.992
17281,0.84973,3.2705,0.1,0.00355,2130,209.68,12.127,11.387,142.03,11.983,40,0.99995,69.873,3.7727,2.8593,1.0104,99.925,5.0702,0.99984,3.0008,5.0012,1.2004,1.2004,0.0010032,0.1001,72.18,0.070243,31.631,51.61,0.125,95.158,0.72574,0.0071096,0.99986,83.241,61.954,16.005,0.0010032,0.35473,33.628,5.0702,0.59613,14.997,39.992
18721,0.84974,3.2705,0.1,0.00355,2129.9,209.71,12.134,11.387,142.03,11.983,40,0.99994,69.882,3.7727,2.8593,1.0105,99.928,5.0703,0.9998,3.0009,5.0013,1.2005,1.2005,0.001003,0.10009,72.178,0.070247,31.629,51.61,0.125,95.156,0.72574,0.0071053,0.99983,83.239,61.958,16.005,0.0010031,0.35474,33.629,5.0703,0.59609,14.997,39.992
20160,0.84976,3.2706,0.1,0.00355,2129.9,209.74,12.141,11.387,142.03,11.983,40,0.99993,69.891,3.7727,2.8592,1.0106,99.932,5.0704,0.99977,3.0009,5.0013,1.2006,1.2006,0.0010029,0.10009,72.177,0.07025,31.627,51.61,0.125,95.154,0.72573,0.0071012,0.9998,83.237,61.961,16.005,0.0010029,0.35476,33.631,5.0704,0.59605,14.997,39.992
20520,0.84562,3.2493,0.04,0.00355,2125.8,209.63,12.204,11.421,141.68,12.026,40,1.0242,70.691,3.746,2.893,0.97715,98.767,5.0695,1.0806,2.9654,4.9661,1.1994,1.1994,0.00056671,0.037507,75.306,0.067318,30.737,51.61,0.12203,97.244,0.73092,0.0067252,1.0685,82.347,61.901,15.625,0.00039562,0.35062,32.846,5.0695,0.60457,15.003,40.057
20880,0.84555,3.2535,0.04,0.00355,2124.8,209.7,12.187,11.408,141.72,12.01,40,1.0189,70.586,3.7495,2.8852,0.98105,98.745,5.0659,1.0629,2.9708,4.9719,1.1997,1.1997,0.00047755,0.045158,74.615,0.067894,30.702,51.61,0.12246,96.831,0.73024,0.0067747,1.0534,82.312,61.914,15.68,0.0004768,0.35055,32.925,5.0659,0.60171,14.993,40.042
21240,0.84489,3.2542,0.04,0.00355,2124.4,209.65,12.193,11.404,141.73,12.006,40,1.0178,70.575,3.7493,2.8837,0.9805,98.56,5.0638,1.0593,2.9706,4.9721,1.1995,1.1995,0.00045444,0.044884,74.475,0.067992,30.555,51.61,0.12245,96.696,0.73028,0.0067797,1.0504,82.165,61.908,15.678,0.00047493,0.34989,32.878,5.0638,0.60118,14.989,40.036
21600,0.84421,3.2546,0.04,0.00355,2124.1,209.57,12.198,11.402,141.74,12.003,40,1.0171,70.562,3.7487,2.8828,0.97955,98.368,5.0616,1.0571,2.97,4.9718,1.1993,1.1993,0.0004528,0.044129,74.387,0.068045,30.41,51.61,0.1224,96.595,0.73039,0.0067859,1.0485,82.02,61.897,15.672,0.0004677,0.34921,32.823,5.0616,0.60082,14.985,40.031
21960,0.84358,3.255,0.04,0.00355,2123.9,209.47,12.2,11.4,141.76,12.001,40,1.0164,70.539,3.7482,2.8817,0.97876,98.191,5.0595,1.0545,2.9696,4.9717,1.1991,1.1991,0.00045298,0.043713,74.286,0.068108,30.28,51.61,0.12237,96.493,0.73048,0.0067967,1.0464,81.889,61.884,15.668,0.00046399,0.34858,32.774,5.0595,0.60048,14.983,40.026
22320,0.84299,3.2555,0.04,0.00355,2123.8,209.37,12.201,11.399,141.77,11.999,40,1.0156,70.512,3.7478,2.8805,0.97804,98.025,5.0574,1.052,2.9692,4.9717,1.1988,1.1988,0.00045295,0.043457,74.184,0.068174,30.159,51.61,0.12235,96.394,0.73057,0.0068093,1.0442,81.769,61.871,15.666,0.00046196,0.34799,32.729,5.0574,0.60019,14.981,40.022
22680,0.84243,3.2559,0.04,0.00355,2123.7,209.26,12.201,11.398,141.77,11.998,40,1.0148,70.484,3.7474,2.8795,0.97737,97.868,5.0554,1.0494,2.9689,4.9717,1.1986,1.1986,0.00045297,0.043263,74.085,0.068238,30.045,51.61,0.12233,96.3,0.73064,0.0068225,1.042,81.655,61.857,15.664,0.0004606,0.34743,32.687,5.0554,0.59993,14.98,40.019
23040,0.84191,3.2564,0.04,0.00355,2123.6,209.16,12.2,11.397,141.78,11.997,40,1.0141,70.456,3.747,2.8784,0.97673,97.72,5.0535,1.047,2.9686,4.9718,1.1983,1.1983,0.00045298,0.043102,73.989,0.0683,29.939,51.61,0.12232,96.212,0.73072,0.0068355,1.04,81.549,61.844,15.662,0.00045959,0.34691,32.647,5.0535,0.59968,14.978,40.017
23400,0.84141,3.2568,0.04,0.00355,2123.5,209.06,12.2,11.397,141.79,11.996,40,1.0134,70.43,3.7467,2.8774,0.97612,97.58,5.0516,1.0447,2.9684,4.9718,1.1981,1.1981,0.00045295,0.042961,73.899,0.068359,29.838,51.61,0.1223,96.129,0.73079,0.006848,1.038,81.448,61.832,15.66,0.00045877,0.34641,32.61,5.0516,0.59946,14.977,40.015
23760,0.84093,3.2572,0.04,0.00355,2123.5,208.97,12.199,11.396,141.79,11.995,40,1.0128,70.404,3.7463,2.8765,0.97553,97.446,5.0499,1.0425,2.9681,4.9718,1.1978,1.1978,0.00045285,0.042831,73.812,0.068415,29.742,51.61,0.12229,96.05,0.73085,0.0068601,1.0361,81.352,61.82,15.658,0.00045806,0.34593,32.574,5.0499,0.59925,14.976,40.013
24120,0.84049,3.2576,0.04,0.00355,2123.4,208.88,12.199,11.396,141.8,11.995,40,1.0121,70.38,3.746,2.8756,0.97498,97.32,5.0482,1.0404,2.9679,4.9718,1.1976,1.1976,0.00045269,0.042708,73.73,0.068468,29.652,51.61,0.12228,95.976,0.73091,0.0068716,1.0344,81.262,61.809,15.657,0.0004574,0.34549,32.541,5.0482,0.59905,14.975,40.011
24480,0.84006,3.258,0.04,0.00355,2123.3,208.8,12.198,11.395,141.8,11.994,40,1.0115,70.357,3.7457,2.8747,0.97444,97.2,5.0466,1.0385,2.9677,4.9719,1.1974,1.1974,0.00045247,0.04259,73.653,0.068519,29.566,51.61,0.12227,95.906,0.73097,0.0068824,1.0327,81.176,61.798,15.655,0.00045678,0.34506,32.509,5.0466,0.59887,14.974,40.009
24840,0.83966,3.2583,0.04,0.00355,2123.2,208.72,12.198,11.395,141.8,11.993,40,1.011,70.335,3.7455,2.8739,0.97393,97.087,5.0451,1.0366,2.9675,4.9719,1.1972,1.1972,0.00045222,0.042478,73.579,0.068567,29.484,51.61,0.12226,95.839,0.73102,0.0068927,1.0311,81.094,61.788,15.654,0.00045618,0.34466,32.478,5.0451,0.59869,14.973,40.008
25200,0.83927,3.2586,0.04,0.00355,2123.2,208.64,12.198,11.394,141.8,11.993,40,1.0104,70.314,3.7452,2.8732,0.97345,96.979,5.0436,1.0348,2.9673,4.9719,1.197,1.197,0.00045193,0.042369,73.509,0.068613,29.407,51.61,0.12225,95.777,0.73107,0.0069025,1.0296,81.017,61.778,15.653,0.0004556,0.34427,32.45,5.0436,0.59853,14.972,40.006
25560,0.83891,3.259,0.04,0.00355,2123.1,208.57,12.197,11.394,141.81,11.992,40,1.0099,70.294,3.745,2.8724,0.97298,96.876,5.0423,1.0331,2.9671,4.972,1.1968,1.1968,0.00045161,0.042264,73.442,0.068656,29.333,51.61,0.12224,95.717,0.73112,0.0069117,1.0282,80.943,61.769,15.651,0.00045503,0.34391,32.422,5.0423,0.59837,14.972,40.005
25920,0.83856,3.2593,0.04,0.00355,2123,208.51,12.197,11.393,141.81,11.992,40,1.0095,70.276,3.7447,2.8718,0.97254,96.779,5.041,1.0315,2.967,4.972,1.1967,1.1967,0.00045128,0.042164,73.379,0.068698,29.263,51.61,0.12223,95.66,0.73116,0.0069204,1.0268,80.873,61.761,15.65,0.00045448,0.34356,32.396,5.041,0.59822,14.971,40.004
26280,0.83824,3.2596,0.04,0.00355,2123,208.44,12.197,11.393,141.81,11.991,40,1.009,70.258,3.7445,2.8711,0.97213,96.686,5.0397,1.03,2.9668,4.9721,1.1965,1.1965,0.00045094,0.042067,73.319,0.068737,29.196,51.61,0.12222,95.607,0.7312,0.0069286,1.0255,80.806,61.752,15.649,0.00045395,0.34324,32.372,5.0397,0.59808,14.97,40.003
26640,0.83793,3.2598,0.04,0.00355,2122.9,208.38,12.197,11.393,141.81,11.991,40,1.0086,70.242,3.7444,2.8705,0.97173,96.599,5.0386,1.0286,2.9667,4.9721,1.1964,1.1964,0.00045059,0.041974,73.262,0.068774,29.133,51.61,0.12221,95.556,0.73123,0.0069364,1.0243,80.743,61.745,15.648,0.00045342,0.34293,32.348,5.0386,0.59794,14.97,40.002
27000,0.83763,3.2601,0.04,0.00355,2122.8,208.33,12.197,11.392,141.81,11.99,40,1.0082,70.226,3.7442,2.8699,0.97135,96.515,5.0375,1.0272,2.9666,4.9722,1.1962,1.1962,0.00045024,0.041886,73.208,0.06881,29.073,51.61,0.1222,95.507,0.73127,0.0069438,1.0231,80.683,61.737,15.647,0.00045292,0.34263,32.326,5.0375,0.59781,14.969,40.001
27360,0.83735,3.2603,0.04,0.00355,2122.8,208.28,12.197,11.392,141.82,11.99,40,1.0078,70.211,3.744,2.8693,0.97099,96.436,5.0364,1.0259,2.9665,4.9722,1.1961,1.1961,0.0004499,0.041801,73.156,0.068844,29.016,51.61,0.12219,95.461,0.7313,0.0069508,1.022,80.626,61.73,15.646,0.00045242,0.34235,32.305,5.0364,0.59769,14.969,40
27720,0.83708,3.2606,0.04,0.00355,2122.7,208.23,12.198,11.392,141.82,11.989,40,1.0074,70.197,3.7439,2.8688,0.97065,96.361,5.0354,1.0246,2.9664,4.9723,1.196,1.196,0.00044955,0.04172,73.107,0.068877,28.961,51.61,0.12219,95.417,0.73133,0.0069574,1.0209,80.571,61.724,15.645,0.00045195,0.34208,32.284,5.0354,0.59757,14.968,39.999
28080,0.83683,3.2608,0.04,0.00355,2122.7,208.18,12.198,11.391,141.82,11.989,40,1.007,70.184,3.7438,2.8683,0.97033,96.289,5.0344,1.0234,2.9663,4.9723,1.1958,1.1958,0.00044921,0.041642,73.061,0.068907,28.91,51.61,0.12218,95.376,0.73135,0.0069636,1.0199,80.52,61.718,15.644,0.00045148,0.34183,32.265,5.0344,0.59746,14.968,39.998
28440,0.83659,3.261,0.04,0.00355,2122.6,208.14,12.198,11.391,141.82,11.988,40,1.0067,70.171,3.7436,2.8678,0.97002,96.221,5.0335,1.0223,2.9662,4.9724,1.1957,1.1957,0.00044887,0.041568,73.016,0.068937,28.861,51.61,0.12217,95.336,0.73137,0.0069695,1.019,80.471,61.712,15.643,0.00045103,0.34159,32.247,5.0335,0.59736,14.967,39.997
28800,0.83636,3.2612,0.04,0.00355,2122.6,208.1,12.199,11.391,141.82,11.988,40,1.0064,70.159,3.7435,2.8673,0.96973,96.157,5.0327,1.0212,2.9661,4.9725,1.1956,1.1956,0.00044854,0.041497,72.974,0.068965,28.814,51.61,0.12217,95.298,0.73139,0.0069751,1.018,80.424,61.706,15.642,0.00045059,0.34136,32.23,5.0327,0.59726,14.967,39.997
29160,0.83614,3.2614,0.04,0.00355,2122.5,208.06,12.199,11.39,141.82,11.988,40,1.0061,70.148,3.7434,2.8669,0.96945,96.095,5.0318,1.0202,2.966,4.9725,1.1955,1.1955,0.00044821,0.04143,72.934,0.068992,28.769,51.61,0.12216,95.262,0.73141,0.0069804,1.0172,80.379,61.701,15.642,0.00045017,0.34114,32.214,5.0318,0.59716,14.966,39.996
29520,0.83593,3.2616,0.04,0.00355,2122.5,208.03,12.199,11.39,141.82,11.987,40,1.0058,70.137,3.7434,2.8664,0.96919,96.037,5.0311,1.0192,2.966,4.9726,1.1954,1.1954,0.0004479,0.041366,72.896,0.069017,28.727,51.61,0.12216,95.228,0.73143,0.0069854,1.0163,80.337,61.696,15.641,0.00044976,0.34093,32.198,5.0311,0.59707,14.966,39.995
29880,0.83573,3.2618,0.04,0.00355,2122.5,207.99,12.2,11.39,141.82,11.987,40,1.0055,70.127,3.7433,2.866,0.96894,95.982,5.0303,1.0183,2.9659,4.9726,1.1953,1.1953,0.00044758,0.041304,72.859,0.069042,28.687,51.61,0.12215,95.195,0.73144,0.0069901,1.0155,80.297,61.691,15.64,0.00044936,0.34073,32.183,5.0303,0.59698,14.965,39.994
30240,0.83555,3.262,0.04,0.00355,2122.4,207.96,12.2,11.39,141.83,11.987,40,1.0052,70.118,3.7432,2.8657,0.9687,95.929,5.0296,1.0174,2.9659,4.9727,1.1953,1.1953,0.00044728,0.041247,72.825,0.069065,28.649,51.61,0.12215,95.164,0.73146,0.0069946,1.0148,80.259,61.687,15.64,0.00044899,0.34055,32.169,5.0296,0.5969,14.965,39.994
30240,0.83555,3.262,0.04,0.00355,2122.4,207.96,12.2,11.39,141.83,11.987,40,1.0052,70.118,3.7432,2.8657,0.9687,95.929,5.0296,1.0174,2.9659,4.9727,1.1953,1.1953,0.00044728,0.041247,72.825,0.069065,28.649,51.61,0.12215,95.164,0.73146,0.0069946,1.0148,80.259,61.687,15.64,0.00044899,0.34055,32.169,5.0296,0.5969,14.965,39.994
30600,0.83537,3.2621,0.04,0.00355,2122.4,207.93,12.201,11.39,141.83,11.986,40,1.005,70.109,3.7432,2.8653,0.96848,95.879,5.029,1.0166,2.9659,4.9728,1.1952,1.1952,0.00044698,0.041191,72.792,0.069087,28.612,51.61,0.12214,95.134,0.73147,0.0069988,1.0141,80.222,61.683,15.639,0.00044861,0.34037,32.156,5.029,0.59682,14.965,39.993
30960,0.8352,3.2623,0.04,0.00355,2122.4,207.91,12.201,11.389,141.83,11.986,40,1.0047,70.101,3.7431,2.865,0.96827,95.831,5.0283,1.0158,2.9658,4.9728,1.1951,1.1951,0.00044669,0.041138,72.76,0.069108,28.578,51.61,0.12214,95.106,0.73148,0.0070028,1.0134,80.188,61.679,15.638,0.00044825,0.3402,32.143,5.0283,0.59674,14.964,39.993
31320,0.83504,3.2625,0.04,0.00355,2122.3,207.88,12.202,11.389,141.83,11.986,40,1.0045,70.093,3.7431,2.8646,0.96807,95.786,5.0277,1.015,2.9658,4.9729,1.195,1.195,0.00044641,0.041087,72.73,0.069128,28.545,51.61,0.12213,95.079,0.73149,0.0070065,1.0127,80.155,61.675,15.638,0.0004479,0.34004,32.131,5.0277,0.59667,14.964,39.992
31680,0.83489,3.2626,0.04,0.00355,2122.3,207.86,12.202,11.389,141.83,11.986,40,1.0043,70.085,3.743,2.8643,0.96788,95.743,5.0271,1.0143,2.9658,4.973,1.195,1.195,0.00044613,0.041039,72.702,0.069147,28.513,51.61,0.12213,95.054,0.73149,0.0070101,1.0121,80.123,61.671,15.637,0.00044755,0.33989,32.119,5.0271,0.5966,14.964,39.992
32040,0.83474,3.2627,0.04,0.00355,2122.3,207.83,12.203,11.389,141.83,11.985,40,1.0041,70.078,3.743,2.864,0.9677,95.703,5.0266,1.0136,2.9658,4.9731,1.1949,1.1949,0.00044587,0.040993,72.675,0.069166,28.484,51.61,0.12212,95.029,0.7315,0.0070134,1.0115,80.093,61.668,15.637,0.00044722,0.33974,32.109,5.0266,0.59654,14.964,39.991
32400,0.83461,3.2629,0.04,0.00355,2122.3,207.81,12.204,11.389,141.83,11.985,40,1.0039,70.071,3.743,2.8637,0.96753,95.664,5.0261,1.0129,2.9658,4.9731,1.1948,1.1948,0.0004456,0.040949,72.649,0.069183,28.455,51.61,0.12212,95.006,0.7315,0.0070166,1.011,80.065,61.665,15.636,0.0004469,0.33961,32.098,5.0261,0.59648,14.963,39.991
32760,0.83448,3.263,0.04,0.00355,2122.2,207.8,12.204,11.388,141.83,11.985,40,1.0037,70.065,3.743,2.8635,0.96737,95.627,5.0256,1.0123,2.9658,4.9732,1.1948,1.1948,0.00044535,0.040907,72.624,0.0692,28.428,51.61,0.12212,94.984,0.7315,0.0070195,1.0104,80.038,61.662,15.636,0.00044659,0.33948,32.088,5.0256,0.59642,14.963,39.99
33120,0.83435,3.2631,0.04,0.00355,2122.2,207.78,12.205,11.388,141.83,11.985,40,1.0035,70.059,3.743,2.8632,0.96721,95.592,5.0251,1.0117,2.9658,4.9733,1.1947,1.1947,0.0004451,0.040868,72.601,0.069216,28.403,51.61,0.12211,94.963,0.7315,0.0070223,1.0099,80.013,61.659,15.636,0.00044629,0.33935,32.079,5.0251,0.59636,14.963,39.99
33480,0.83423,3.2633,0.04,0.00355,2122.2,207.76,12.206,11.388,141.83,11.984,40,1.0033,70.053,3.743,2.863,0.96707,95.559,5.0247,1.0111,2.9658,4.9734,1.1947,1.1947,0.00044485,0.04083,72.578,0.069231,28.378,51.61,0.12211,94.942,0.7315,0.007025,1.0094,79.988,61.656,15.635,0.00044599,0.33923,32.07,5.0247,0.5963,14.963,39.989
33840,0.83412,3.2634,0.04,0.00355,2122.2,207.75,12.206,11.388,141.83,11.984,40,1.0032,70.048,3.743,2.8627,0.96693,95.527,5.0243,1.0105,2.9658,4.9734,1.1946,1.1946,0.00044462,0.040793,72.557,0.069246,28.355,51.61,0.12211,94.923,0.7315,0.0070274,1.009,79.965,61.654,15.635,0.00044571,0.33912,32.062,5.0243,0.59625,14.963,39.989
34200,0.83402,3.2635,0.04,0.00355,2122.2,207.73,12.207,11.388,141.83,11.984,40,1.003,70.043,3.743,2.8625,0.9668,95.497,5.0239,1.01,2.9658,4.9735,1.1946,1.1946,0.00044438,0.040759,72.537,0.069259,28.333,51.61,0.12211,94.905,0.7315,0.0070298,1.0085,79.943,61.652,15.634,0.00044543,0.33902,32.054,5.0239,0.5962,14.962,39.989
34560,0.83392,3.2636,0.04,0.00355,2122.1,207.72,12.208,11.388,141.83,11.984,40,1.0029,70.038,3.743,2.8623,0.96668,95.469,5.0235,1.0095,2.9658,4.9736,1.1945,1.1945,0.00044416,0.040726,72.518,0.069273,28.312,51.61,0.1221,94.887,0.7315,0.007032,1.0081,79.922,61.649,15.634,0.00044516,0.33892,32.046,5.0235,0.59615,14.962,39.988
34920,0.83382,3.2637,0.04,0.00355,2122.1,207.71,12.208,11.388,141.83,11.984,40,1.0027,70.034,3.743,2.8621,0.96657,95.442,5.0231,1.0091,2.9658,4.9737,1.1945,1.1945,0.00044394,0.040695,72.499,0.069285,28.292,51.61,0.1221,94.871,0.73149,0.007034,1.0077,79.902,61.647,15.634,0.00044489,0.33882,32.039,5.0231,0.59611,14.962,39.988
35280,0.83373,3.2638,0.04,0.00355,2122.1,207.7,12.209,11.388,141.83,11.984,40,1.0026,70.03,3.7431,2.8619,0.96646,95.416,5.0228,1.0086,2.9659,4.9737,1.1945,1.1945,0.00044372,0.040665,72.482,0.069297,28.273,51.61,0.1221,94.855,0.73149,0.0070359,1.0073,79.883,61.646,15.634,0.00044464,0.33873,32.033,5.0228,0.59607,14.962,39.987
35640,0.83364,3.2639,0.04,0.00355,2122.1,207.69,12.21,11.387,141.83,11.983,40,1.0025,70.026,3.7431,2.8617,0.96636,95.392,5.0225,1.0082,2.9659,4.9738,1.1944,1.1944,0.00044351,0.040637,72.465,0.069309,28.255,51.61,0.1221,94.84,0.73148,0.0070377,1.0069,79.865,61.644,15.633,0.00044439,0.33864,32.026,5.0225,0.59602,14.962,39.987
36000,0.83356,3.264,0.04,0.00355,2122.1,207.68,12.211,11.387,141.84,11.983,40,1.0023,70.023,3.7431,2.8615,0.96626,95.369,5.0222,1.0078,2.9659,4.9739,1.1944,1.1944,0.0004433,0.04061,72.449,0.06932,28.238,51.61,0.12209,94.825,0.73147,0.0070394,1.0066,79.848,61.642,15.633,0.00044415,0.33856,32.02,5.0222,0.59598,14.962,39.987
36360,0.83348,3.2641,0.04,0.00355,2122.1,207.67,12.211,11.387,141.84,11.983,40,1.0022,70.019,3.7432,2.8614,0.96617,95.347,5.0219,1.0074,2.966,4.974,1.1944,1.1944,0.0004431,0.040584,72.434,0.06933,28.222,51.61,0.12209,94.812,0.73147,0.007041,1.0063,79.832,61.64,15.633,0.00044391,0.33848,32.014,5.0219,0.59595,14.962,39.987
36720,0.83341,3.2642,0.04,0.00355,2122.1,207.67,12.212,11.387,141.84,11.983,40,1.0021,70.016,3.7432,2.8612,0.96608,95.327,5.0216,1.007,2.966,4.9741,1.1943,1.1943,0.0004429,0.040559,72.42,0.06934,28.206,51.61,0.12209,94.799,0.73146,0.0070425,1.0059,79.816,61.639,15.633,0.00044368,0.33841,32.009,5.0216,0.59591,14.962,39.986
37080,0.83334,3.2642,0.04,0.00355,2122.1,207.66,12.213,11.387,141.84,11.983,40,1.002,70.013,3.7432,2.861,0.966,95.307,5.0213,1.0066,2.966,4.9741,1.1943,1.1943,0.00044271,0.040536,72.406,0.069349,28.192,51.61,0.12209,94.786,0.73145,0.0070439,1.0056,79.802,61.638,15.632,0.00044345,0.33834,32.004,5.0213,0.59587,14.961,39.986
37440,0.83327,3.2643,0.04,0.00355,2122.1,207.66,12.214,11.387,141.84,11.983,40,1.0019,70.01,3.7433,2.8609,0.96593,95.288,5.0211,1.0063,2.9661,4.9742,1.1943,1.1943,0.00044252,0.040513,72.393,0.069359,28.178,51.61,0.12209,94.774,0.73144,0.0070451,1.0054,79.788,61.636,15.632,0.00044323,0.33827,31.999,5.0211,0.59584,14.961,39.986
37800,0.83321,3.2644,0.04,0.00355,2122.1,207.65,12.215,11.387,141.84,11.983,40,1.0018,70.008,3.7433,2.8608,0.96585,95.271,5.0209,1.006,2.9661,4.9743,1.1942,1.1942,0.00044233,0.040492,72.381,0.069367,28.165,51.61,0.12209,94.763,0.73143,0.0070463,1.0051,79.774,61.635,15.632,0.00044302,0.33821,31.994,5.0209,0.59581,14.961,39.985
38160,0.83315,3.2645,0.04,0.00355,2122.1,207.65,12.215,11.387,141.84,11.983,40,1.0017,70.005,3.7434,2.8606,0.96579,95.254,5.0206,1.0057,2.9662,4.9744,1.1942,1.1942,0.00044215,0.040472,72.369,0.069375,28.152,51.61,0.12208,94.752,0.73142,0.0070474,1.0048,79.762,61.634,15.632,0.00044281,0.33815,31.99,5.0206,0.59578,14.961,39.985
38520,0.8331,3.2645,0.04,0.00355,2122.1,207.65,12.216,11.387,141.84,11.982,40,1.0016,70.003,3.7434,2.8605,0.96572,95.238,5.0204,1.0054,2.9662,4.9745,1.1942,1.1942,0.00044197,0.040453,72.358,0.069383,28.14,51.61,0.12208,94.742,0.73141,0.0070485,1.0046,79.75,61.633,15.632,0.0004426,0.3381,31.986,5.0204,0.59575,14.961,39.985
